filename,brisque,ckdn,cw_ssim,dbcnn,dists,fsim,gmsd,ilniqe,lpips,lpips-vgg,mad,ms_ssim,niqe,nlpd,paq2piq,pieapp,psnr,ssim,vif,vsi
final20_d2_l1.bmp,36.90533447265625,0.6932469010353088,0.9967643618583679,54.489986419677734,0.0657045841217041,0.9982979893684387,0.003880496136844158,25.1201779303245,0.04384787380695343,0.14323179423809052,4.695833523979465,0.9957212209701538,4.638729095458984,0.06465288251638412,75.80586242675781,0.24568158388137817,35.36937713623047,0.9757835268974304,0.8362185955047607,0.9989144206047058
final14_d2_l3.bmp,62.01458740234375,0.5514024496078491,0.9437010288238525,40.768760681152344,0.1777830719947815,0.9896627068519592,0.01554115954786539,45.535979859343364,0.22966907918453217,0.4398282766342163,38.422413543953766,0.9856323003768921,8.538980484008789,0.09200051426887512,63.28315734863281,0.1996096670627594,38.09392547607422,0.9638932347297668,0.47157782316207886,0.9975255131721497
final06_d2_l5.bmp,69.17205810546875,0.4549342393875122,0.904443621635437,35.76048278808594,0.3078969717025757,0.9495272636413574,0.09942255914211273,45.35653298078151,0.35624992847442627,0.5667274594306946,135.6852178527777,0.9034724831581116,7.414872646331787,0.2784343957901001,65.1066665649414,0.5187421441078186,27.9798526763916,0.7326877117156982,0.252486914396286,0.9872508645057678
final13_d2_l4.bmp,35.20404052734375,0.5514596700668335,0.9979631900787354,37.405120849609375,0.16952937841415405,0.9858111143112183,0.036908507347106934,23.2231035703517,0.19777490198612213,0.35042673349380493,46.32668647913493,0.9748386740684509,4.655465602874756,0.18390490114688873,73.60494995117188,0.41204729676246643,28.341384887695312,0.8582327365875244,0.4930216372013092,0.9920278787612915
final04_d2_l4.bmp,49.86016845703125,0.48385536670684814,0.7746323347091675,48.8903923034668,0.2707386612892151,0.9783858060836792,0.037142910063266754,40.039483306798374,0.23381298780441284,0.42640775442123413,85.23642188547429,0.9666662812232971,6.533895015716553,0.15253804624080658,72.43849182128906,0.29829156398773193,32.908382415771484,0.908293604850769,0.3936339318752289,0.995357096195221
final11_d2_l5.bmp,56.17486572265625,0.5323992967605591,0.980215311050415,34.83599090576172,0.304487943649292,0.9617023468017578,0.0834319144487381,35.467497665865565,0.35337570309638977,0.5161221623420715,78.95355542651002,0.9347421526908875,7.139267444610596,0.253555566072464,66.01419830322266,0.79935622215271,27.58358383178711,0.8078392744064331,0.3048485219478607,0.9855760931968689
final11_d2_l2.bmp,22.47027587890625,0.5682119727134705,0.999025285243988,47.66157150268555,0.09525442123413086,0.9965859651565552,0.008822872303426266,20.30904866259354,0.0685400739312172,0.16645370423793793,5.629637968322843,0.9919330477714539,3.6828856468200684,0.10390937328338623,76.28069305419922,0.305181086063385,33.467308044433594,0.9477065801620483,0.729534387588501,0.9983118176460266
final12_d2_l2.bmp,85.18310546875,0.5331642627716064,0.7652550935745239,32.45124435424805,0.12033873796463013,0.9867772459983826,0.006327840033918619,79.31014385588702,0.025962401181459427,0.16089753806591034,30.24362818896835,0.9930290579795837,9.898139953613281,0.04951484873890877,70.90253448486328,0.02105802856385708,42.288360595703125,0.9885669946670532,0.5577026009559631,0.9987947344779968
final20_d2_l3.bmp,42.61260986328125,0.6900425553321838,0.9899483323097229,46.42803955078125,0.13322985172271729,0.9924725294113159,0.017999043688178062,28.20704228218535,0.11084146797657013,0.2630477547645569,37.88373036326306,0.9870802164077759,5.537031650543213,0.10921841114759445,71.542236328125,0.39560413360595703,32.591739654541016,0.9480910301208496,0.599595844745636,0.9966867566108704
final13_d2_l2.bmp,22.8477783203125,0.5539074540138245,0.9996313452720642,45.527008056640625,0.11504453420639038,0.9957751035690308,0.010283484123647213,17.474419661288536,0.0944196954369545,0.2267116904258728,18.276606966510332,0.9909822344779968,3.0141260623931885,0.11771932989358902,75.28581237792969,0.3176393210887909,31.154584884643555,0.9251067042350769,0.724176824092865,0.9969164729118347
final18_d2_l3.bmp,28.94622802734375,0.6254573464393616,0.9735116958618164,49.42727279663086,0.1108468770980835,0.9932029247283936,0.018844231963157654,54.82089070594205,0.08221979439258575,0.26058319211006165,37.087150495604476,0.987332820892334,5.240932941436768,0.11073368042707443,66.85325622558594,0.29326510429382324,33.74858093261719,0.9406996369361877,0.6026279926300049,0.9964125156402588
final15_d2_l1.bmp,26.815673828125,0.6194376945495605,0.9994074106216431,66.3274154663086,0.060335636138916016,0.998139500617981,0.005409119185060263,22.11385277576923,0.028981901705265045,0.1056007668375969,2.019236530292894,0.9961470365524292,2.92775559425354,0.08236949890851974,73.3130111694336,0.23612534999847412,33.77849197387695,0.964785099029541,0.8437110781669617,0.9989182949066162
final09_d2_l1.bmp,12.1396484375,0.5582111477851868,0.9986073970794678,50.70988845825195,0.06030857563018799,0.9980292320251465,0.00440423097461462,26.099956134671732,0.05931071192026138,0.1595548689365387,2.6722290559888706,0.9942552447319031,3.5962648391723633,0.06855212897062302,69.04549407958984,0.1903284341096878,39.20474624633789,0.9709842205047607,0.8204785585403442,0.999212920665741
final23_d2_l4.bmp,52.4052734375,0.5476416349411011,0.9774087071418762,42.17853546142578,0.22438204288482666,0.9813333749771118,0.03486925736069679,36.157000738211295,0.3234823942184448,0.47595900297164917,90.1908956249398,0.9664521813392639,6.183908939361572,0.15241292119026184,68.57403564453125,0.30671751499176025,33.58259582519531,0.8885507583618164,0.406781405210495,0.9952125549316406
final14_d2_l5.bmp,78.55767822265625,0.5143026113510132,0.8245446085929871,33.02439880371094,0.3227806091308594,0.9385227560997009,0.07872511446475983,59.16072272688244,0.5666934251785278,0.6107339859008789,118.78752427592245,0.9392909407615662,13.545612335205078,0.1807074099779129,52.33905029296875,0.2814570367336273,31.93781280517578,0.9083352088928223,0.20393896102905273,0.9873336553573608
final20_d2_l4.bmp,47.6181640625,0.6904540657997131,0.9850303530693054,41.150901794433594,0.19154179096221924,0.9856032729148865,0.031976811587810516,32.30233383791555,0.160983145236969,0.33684656023979187,58.537476970039705,0.9792773127555847,6.316220760345459,0.13560087978839874,68.07366180419922,0.43578460812568665,31.27539825439453,0.9287540316581726,0.4881429970264435,0.9946176409721375
