filename,brisque,ckdn,cw_ssim,dbcnn,dists,fsim,gmsd,ilniqe,lpips,lpips-vgg,mad,ms_ssim,niqe,nlpd,paq2piq,psnr,ssim,vif,vsi
Landscapes_145_h_E.jpg,85.79351806640625,0.5480075478553772,0.8855595588684082,39.01958084106445,0.4133075475692749,0.9400767683982849,0.16206729412078857,42.16754819007839,0.6011900305747986,0.6656751036643982,153.42429302410628,0.867323100566864,10.131998062133789,0.3409323990345001,56.60947799682617,24.78877067565918,0.708791971206665,0.16340696811676025,0.9767743349075317
Landscapes_178_h_E.jpg,56.5535888671875,0.5017715096473694,0.8767690658569336,39.288429260253906,0.26721930503845215,0.9373570084571838,0.15767419338226318,34.664627466431426,0.3773675858974457,0.5504708886146545,171.24103049622119,0.8982799053192139,7.1350789070129395,0.34808361530303955,67.55558013916016,23.771535873413086,0.7560463547706604,0.20293697714805603,0.9804279208183289
Landscapes_159_h_B.jpg,22.2557373046875,0.5289261341094971,0.9993568062782288,52.48854064941406,0.053068339824676514,0.998090922832489,0.013507573865354061,17.380228744963276,0.08523385226726532,0.1747841238975525,16.5211311316507,0.9911372661590576,3.077674627304077,0.14009332656860352,75.58755493164062,30.318115234375,0.924491822719574,0.6801210045814514,0.9988334774971008
Landscapes_126_h_B.jpg,23.98114013671875,0.6525540947914124,0.9991106986999512,35.083740234375,0.07393336296081543,0.9981315732002258,0.013037306256592274,16.32313500214998,0.08939415216445923,0.19054438173770905,26.299188668796887,0.9894096851348877,4.9402689933776855,0.11218345165252686,75.95123291015625,33.2762451171875,0.9257375597953796,0.7036097049713135,0.9990800023078918
Landscapes_165_h_B.jpg,26.8477783203125,0.5150687098503113,0.8979009389877319,51.61982345581055,0.07988625764846802,0.9975841641426086,0.01424877718091011,23.12032699333895,0.09877146780490875,0.22522413730621338,39.24343714510112,0.986057698726654,3.1506330966949463,0.12724728882312775,76.34867095947266,32.45831298828125,0.9291571974754333,0.6388866901397705,0.9988006949424744
Landscapes_084_v_A.jpg,2.37042236328125,0.5806236863136292,1.0,58.23542022705078,0.0,0.9999998807907104,0.0,24.868496366224704,0.0,0.0,0.0,1.0,2.8572704792022705,0.0,73.2484359741211,80.0,1.0,0.9999989867210388,1.0
Landscapes_009_h_B.jpg,46.97021484375,0.5193780064582825,0.9710617065429688,43.280670166015625,0.1274796724319458,0.9971946477890015,0.015195561572909355,33.82176229031759,0.1579386591911316,0.2666398882865906,26.449028963811894,0.984224796295166,4.488818168640137,0.11936801671981812,72.1863784790039,33.80396270751953,0.9144777655601501,nan,0.9986525774002075
Landscapes_053_h_E.jpg,70.302490234375,0.4384270906448364,0.863733172416687,49.34747314453125,0.23271477222442627,0.9446917772293091,0.15310142934322357,41.49688702950048,0.3266010284423828,0.4789127707481384,150.28442582677062,0.9082304835319519,7.229127883911133,0.31785205006599426,65.78936004638672,24.5195369720459,0.7707396745681763,0.2322748601436615,0.9825085997581482
Landscapes_164_h_D.jpg,60.255126953125,0.4952526390552521,0.9694064855575562,34.55290222167969,0.20157098770141602,0.9836121797561646,0.09075397998094559,23.170838966633777,0.32492703199386597,0.453136146068573,92.57347621628584,0.9300787448883057,4.004973888397217,0.30947819352149963,71.84698486328125,24.10537338256836,0.7287790179252625,nan,0.993279755115509
Landscapes_024_v_E.jpg,75.6446533203125,0.5218636393547058,0.8648451566696167,46.53862762451172,0.2750508189201355,0.9259186387062073,0.16888147592544556,47.03942985448943,0.4350762367248535,0.5520337820053101,185.1332536420153,0.866191029548645,10.038951873779297,0.34433451294898987,70.15739440917969,25.16361427307129,0.6830230355262756,0.21796801686286926,0.9764789342880249
Landscapes_077_v_E.jpg,76.60992431640625,0.45006299018859863,0.9303551316261292,42.676963806152344,0.30043959617614746,0.9515193700790405,0.17614588141441345,32.39531527670653,0.46307462453842163,0.5859138369560242,152.19933385926115,0.8570773601531982,6.432653427124023,0.46872779726982117,69.83988952636719,20.045207977294922,0.5765148997306824,0.20380380749702454,0.9762520790100098
Landscapes_040_h_D.jpg,50.11962890625,0.4831167459487915,0.9602599740028381,51.914772033691406,0.17975032329559326,0.9783324599266052,0.0844653770327568,28.227049679198814,0.2385101616382599,0.37546882033348083,121.77945780885294,0.9443867802619934,4.880108833312988,0.30013105273246765,71.86302185058594,23.066917419433594,0.7772160768508911,0.3234091103076935,0.9921165704727173
Landscapes_081_h_D.jpg,60.1453857421875,0.4725630283355713,0.9793002605438232,47.05988311767578,0.1444997787475586,0.9828845262527466,0.08388865739107132,25.486119293087167,0.20730990171432495,0.32853448390960693,112.1588322370696,0.9502009153366089,4.74294900894165,0.2956036329269409,70.93897247314453,22.925546646118164,0.7737478613853455,0.3303333520889282,0.9926723837852478
Landscapes_069_v_A.jpg,8.88800048828125,0.5618703365325928,1.0,63.61974334716797,-1.1920928955078125e-07,0.9999998807907104,0.0,18.711490841246597,0.0,0.0,0.0,1.0,2.172142267227173,0.0,75.20893096923828,80.0,1.0,0.9999992251396179,0.9999998807907104
Landscapes_047_v_E.jpg,84.94775390625,0.48962944746017456,0.7062837481498718,50.38716125488281,0.33354121446609497,0.9220079779624939,0.15872438251972198,47.66043015599659,0.3212374150753021,0.5091680288314819,183.87781266629767,0.9006198644638062,9.275307655334473,0.31467798352241516,66.5609359741211,24.331750869750977,0.8030223250389099,0.1729850471019745,0.9810301065444946
Objects_279_h_D.jpg,62.54156494140625,0.5209671854972839,0.9642962217330933,43.04325866699219,0.16993874311447144,0.9774407744407654,0.10036792606115341,27.067642930433053,0.3229931592941284,0.46087414026260376,114.22614748445234,0.9144731163978577,5.9171013832092285,0.2874210476875305,70.93805694580078,26.0428524017334,0.7130095362663269,0.3169883191585541,0.9923180341720581
Landscapes_015_h_E.jpg,58.22332763671875,0.49113360047340393,0.9432946443557739,45.836509704589844,0.19759297370910645,0.9569410085678101,0.13063359260559082,40.84096729088641,0.23866814374923706,0.37254855036735535,158.8460883187452,0.9255840182304382,6.236915588378906,0.3190205991268158,71.24615478515625,22.559810638427734,0.5676934123039246,0.25802484154701233,0.9862805008888245
