src,hrc_key,desired_metric,achieved_metric,distance_index,distance
People_036_h.jpg,C,0.45775766648680044,0.4519308805465698,18,0.005826785940230617
People_036_h.jpg,D,0.3375324138621293,0.3465050756931305,12,0.008972661831001205
People_036_h.jpg,E,0.26604605095,0.2555040717124939,8,0.010541979237506105
People_036_h.jpg,F,0.22354000524961462,0.22812093794345856,7,0.0045809326938439365
People_036_h.jpg,G,0.1611954868,0.17326265573501587,5,0.01206716893501586
People_037_h.jpg,A,1,1,None,0
People_037_h.jpg,B,0.659951634396917,0.6624746322631836,38,0.002522997866266641
People_037_h.jpg,C,0.45775766648680044,0.45173895359039307,19,0.006018712896407374
People_037_h.jpg,D,0.3375324138621293,0.34801599383354187,13,0.010483579971412582
People_037_h.jpg,E,0.26604605095,0.25781747698783875,9,0.008228573962161256
People_037_h.jpg,F,0.22354000524961462,0.23343691229820251,8,0.009896907048587894
People_037_h.jpg,G,0.1611954868,0.15543232858181,5,0.005763158218190012
People_038_h.jpg,A,1,1,None,0
People_038_h.jpg,B,0.659951634396917,0.6574497222900391,38,0.0025019121068778905
People_038_h.jpg,C,0.45775766648680044,0.45121291279792786,17,0.006544753688872584
People_038_h.jpg,D,0.3375324138621293,0.3443126976490021,11,0.006780283786872787
People_038_h.jpg,E,0.26604605095,0.2769986689090729,8,0.010952617959072874
People_038_h.jpg,F,0.22354000524961462,0.22362957894802094,6,8.957369840631446e-05
People_038_h.jpg,G,0.1611954868,0.16287635266780853,4,0.001680865867808523
People_039_v.jpg,A,1,1,None,0
People_039_v.jpg,B,0.659951634396917,0.6616048216819763,44,0.0016531872850593654
People_039_v.jpg,C,0.45775766648680044,0.4631451964378357,21,0.0053875299510352526
People_039_v.jpg,D,0.3375324138621293,0.34021657705307007,13,0.0026841631909407804
People_039_v.jpg,E,0.26604605095,0.25513598322868347,9,0.01091006772131653
People_039_v.jpg,F,0.22354000524961462,0.23149879276752472,8,0.007958787517910099
People_039_v.jpg,G,0.1611954868,0.1513546258211136,5,0.009840860978886423
People_040_h.jpg,A,1,1,None,0
People_040_h.jpg,B,0.659951634396917,0.6617078185081482,58,0.0017561841112312404
People_040_h.jpg,C,0.45775766648680044,0.4580031633377075,30,0.00024549685090707873
People_040_h.jpg,D,0.3375324138621293,0.3453144133090973,20,0.007781999446968002
People_040_h.jpg,E,0.26604605095,0.25828787684440613,14,0.0077581741055938735
People_040_h.jpg,F,0.22354000524961462,0.2272791564464569,12,0.0037391511968422886
People_040_h.jpg,G,0.1611954868,0.16317138075828552,8,0.001975893958285513
People_041_h.jpg,A,1,1,None,0
People_041_h.jpg,B,0.659951634396917,0.6578146815299988,38,0.0021369528669181737
People_041_h.jpg,C,0.45775766648680044,0.45978426933288574,17,0.0020266028460853014
People_041_h.jpg,D,0.3375324138621293,0.34130939841270447,10,0.00377698455057518
People_041_h.jpg,E,0.26604605095,0.2732381820678711,7,0.007192131117871092
People_041_h.jpg,F,0.22354000524961462,0.21800479292869568,5,0.005535212320918942
People_041_h.jpg,G,0.1611954868,0.14594772458076477,3,0.015247762219235239
People_042_h.jpg,A,1,1,None,0
People_042_h.jpg,B,0.659951634396917,0.6569280028343201,43,0.0030236315625968846
People_042_h.jpg,C,0.45775766648680044,0.46089521050453186,21,0.0031375440177314196
People_042_h.jpg,D,0.3375324138621293,0.3382977843284607,13,0.0007653704663314054
People_042_h.jpg,E,0.26604605095,0.2624307870864868,9,0.003615263863513185
People_042_h.jpg,F,0.22354000524961462,0.21163006126880646,7,0.011909943980808163
People_042_h.jpg,G,0.1611954868,0.16162410378456116,5,0.0004286169845611476
People_043_h.jpg,A,1,1,None,0
People_043_h.jpg,B,0.659951634396917,0.6606326103210449,34,0.0006809759241279689
People_043_h.jpg,C,0.45775766648680044,0.4641270041465759,16,0.006369337659775487
People_043_h.jpg,D,0.3375324138621293,0.34276583790779114,10,0.00523342404566185
People_043_h.jpg,E,0.26604605095,0.26440468430519104,7,0.0016413666448089614
People_043_h.jpg,F,0.22354000524961462,0.23479300737380981,6,0.011253002124195194
