src_name,pvs_name,vmaf,mad
NAPS_H/People_001_h.jpg,worst/People_001_h.jpg,31.670872,250.65354761394244
NAPS_H/People_002_v.jpg,worst/People_002_v.jpg,35.088411,187.63192289380297
NAPS_H/People_003_h.jpg,worst/People_003_h.jpg,38.610716,235.32590473999124
NAPS_H/People_004_h.jpg,worst/People_004_h.jpg,36.276518,247.6433567512716
NAPS_H/People_005_h.jpg,worst/People_005_h.jpg,37.350779,231.27115079208488
NAPS_H/People_006_h.jpg,worst/People_006_h.jpg,40.012636,215.66599069295677
NAPS_H/People_007_h.jpg,worst/People_007_h.jpg,37.148478,229.9682881748058
NAPS_H/People_008_h.jpg,worst/People_008_h.jpg,34.853472,198.4067947552882
NAPS_H/People_009_h.jpg,worst/People_009_h.jpg,42.747782,208.52179321150558
NAPS_H/People_010_h.jpg,worst/People_010_h.jpg,40.495748,250.88623677311438
NAPS_H/People_011_h.jpg,worst/People_011_h.jpg,31.504917,240.4382404582416
NAPS_H/People_012_h.jpg,worst/People_012_h.jpg,29.932265,231.71445641479696
NAPS_H/People_013_v.jpg,worst/People_013_v.jpg,36.404832,208.57124325207343
NAPS_H/People_014_h.jpg,worst/People_014_h.jpg,38.632369,209.0033927327044
NAPS_H/People_015_h.jpg,worst/People_015_h.jpg,35.016184,234.6873877945219
NAPS_H/People_016_h.jpg,worst/People_016_h.jpg,43.552701,228.20875905663684
NAPS_H/People_017_h.jpg,worst/People_017_h.jpg,35.687858,251.75619477669963
NAPS_H/People_018_h.jpg,worst/People_018_h.jpg,36.801222,255.81025921721417
NAPS_H/People_019_v.jpg,worst/People_019_v.jpg,42.376818,237.89542096035026
NAPS_H/People_020_h.jpg,worst/People_020_h.jpg,37.584825,241.2532612087805
NAPS_H/People_021_h.jpg,worst/People_021_h.jpg,39.995919,223.3938600317892
NAPS_H/People_022_h.jpg,worst/People_022_h.jpg,34.229427,217.64810267443292
NAPS_H/People_023_h.jpg,worst/People_023_h.jpg,35.768255,242.27941103045143
NAPS_H/People_024_v.jpg,worst/People_024_v.jpg,35.229895,223.08234838389697
NAPS_H/People_025_v.jpg,worst/People_025_v.jpg,37.484116,230.14529127457413
NAPS_H/People_026_h.jpg,worst/People_026_h.jpg,35.322129,227.70017717871926
NAPS_H/People_027_h.jpg,worst/People_027_h.jpg,27.139866,143.29234021406762
NAPS_H/People_028_h.jpg,worst/People_028_h.jpg,39.003772,229.48714343439005
NAPS_H/People_029_h.jpg,worst/People_029_h.jpg,36.698055,223.3681608676927
NAPS_H/People_030_h.jpg,worst/People_030_h.jpg,31.94183,245.6138179066567
NAPS_H/People_031_v.jpg,worst/People_031_v.jpg,42.401073,212.3771633509833
NAPS_H/People_032_h.jpg,worst/People_032_h.jpg,41.886394,225.6911760133722
NAPS_H/People_033_h.jpg,worst/People_033_h.jpg,28.614356,250.39831673290072
NAPS_H/People_034_h.jpg,worst/People_034_h.jpg,35.872491,235.84375739599722
